,equations,Solution
19540,x=3.26+0.4-0.25,3.41
19541,x=500-3*38,386
19542,x=100-18*2,64
19543,x=180/30-1.5,4.5
19544,x=10.2/(1-15%),12
19545,x=23*8+6,190
19546,x=144*15+40,2200
19547,x=30/(6-1)*(5-1),24
19548,x=12/(2/3)*(5/6),15
19549,x=0.32*200*0.21,13.44
19550,x=25-23,2
19551,x=(150/3+60)*4,440
19552,x=(1/4)+(3/8)-(3/10),((13)/(40))
19553,x=89.6/3.5,25.6
19554,x=20-5.50-12.45,2.05
19555,x=200/(2*2),50
19556,x=560*(1+(3/8))+560,1330
19557,x=6.5+8.5+4+4,23
19558,x=(19.7-3.5*3)/2.5,3.68
19559,x=(24+14)/(19/6)+14,26
19560,x=10*8/5,16
19561,x=24*(3/4),18
19562,x=20-(10/11),19((1)/(11))
19563,x=10/(2/5),25
19564,x=60/4,15
19565,x=1.1+0.12-0.08,1.14
19566,x=5*5*5,125
19567,x=200*8.5*2.5,4250
19568,x=45/(1+(4/5)),25
19569,x=9*0.8/(1+20%),6
19570,x=450*0.8,360
19571,x=1.62*2.5+1.2/2.4,4.55
19572,x=96*15/12,120
19573,x=98.28/(3.6*0.25),109.2
19574,x=112/(1-(1/8)),128
19575,x=720*(2/3)*(8/5),768
19576,x=12*25/6,50
19577,x=270/30-7.5,1.5
19578,x=(15+3)*8/(15-3),12
19579,x=4800/(25*4),48
19580,x=2.4*1.2,2.88
19581,x=28.6+(28.6+12.7),69.9
19582,x=0.75*4/(3/10),10
19583,x=5.6/2,2.8
19584,x=336/3.2-336/3.5,9
19585,x=100*(1-66%)/(1-15%),40
19586,x=720/(1-(4/19)),912
19587,x=954/18-25,28
19588,x=24/(3+5)*3,9
19589,x=45/(3/5),75
19590,x=(2.7+4.5)/12*0.3,0.18
19591,x=24*(10+12),528
19592,x=360/(1-(1/4)),480
19593,x=32/(5-3)*5,80
19594,x=150/(1-(5/6)),900
19595,x=120/(3/5),200
19596,x=3600/(1-40%),6000
19597,x=(12345+23451+34512+45123+51234)/(1+2+3+4+5),11111
19598,x=(0.75*42.7+57.3-0.573*25)/3*7972,199300
19599,x=638/(45-16)*45-638,352
19600,x=14*56,784
19601,x=8*14*6*5/(8*20*7),3
19602,x=120*(10%+(3/20)),30
19603,x=65+35,100
19604,x=16*25/(25-5),20
19605,x=270/0.9,300
19606,x=42*2+42,126
19607,x=1.2/(1-0.9),12
19608,x=(57+43)*24,2400
19609,x=6*6-3.14*(6/2)^2,7.74
19610,x=126*(5/6)*(1/3),35
19611,x=(1.68-0.72)*0.25/2.4,0.1
19612,x=35*(1+15%),40.25
19613,x=70*(1-(5/14)),45
19614,x=3*2,6
19615,x=20*(1-(1/4))-(3/4),14((1)/(4))
19616,x=325-(325-1500/5)*5,200
19617,x=120/2/60,1
19618,x=(3/4)*(2/9),((1)/(6))
19619,x=300/3,100
19620,x=2400-2400/(1+20%),400
19621,x=4.8*56/(4.8-0.6),64
19622,x=3.3/(1+10%),3
19623,x=6/[(1+(1/10))-(1-(1/5))],20
19624,x=(18-2)*15,240
19625,x=40*45-35*38,470
19626,x=90/5*8+90,234
19627,x=(3/8)+(1/4)+(3/8),1
19628,x=10/40,((1)/(4))
19629,x=320/(38+42),4
19630,x=43*70+40,3050
19631,x=(4300-800)*5%,175
19632,x=56/7*12,96
19633,x=320/2*(5+4),1440
19634,x=60/75%*(5/8),50
19635,x=3.48/0.348,10
19636,x=60/(1+(1/4)),48
19637,x=100/(1+25%),80
19638,x=(2/5)*((2/5)*(3/4)),((3)/(25))
19639,x=(3/2)+(6/5),((27)/(10))
19640,x=(1/4)/(1+(1/4)),((1)/(5))
19641,x=(48+30)*240,18720
19642,x=80*2-14,146
19643,x=75+30,105
19644,x=(80-60)/80,25%
19645,x=45*(5/9),25
19646,x=(1+(1/9))/1,((10)/(9))
19647,x=15/(3/5),25
19648,x=24/((4/7)+(5/7)-1),84
19649,x=9.42/3/3.14,1
19650,x=45*20/18-45,5
19651,x=4.8/(1+(3/5)),3
19652,x=24*12-185,103
19653,x=5.08-0.99,4.09
19654,x=(18+17)*3,105
19655,x=((2/3)+(2/5))/(1/3),3((1)/(5))
19656,x=75/(5/8)*(1+25%),150
19657,x=[360*(1-(1/4))]/60%,450
19658,x=2/((8)/(1+8)),2.25
19659,x=(5/8)/((3/4)-(2/5)),((25)/(14))
19660,x=125*(1-40%),75
19661,x=((1/3)+(3/4))*12,13
19662,x=15.4-2,13.4
19663,x=(120*(5/8)-12)/(5/2),((126)/(5))
19664,x=4/[(1+(1/3))*(1-(1/6))-1],36
19665,x=85*2-49,121
19666,x=240/60,4
19667,x=(960-72)/12,74
19668,x=10000*4.76%*3+10000,11428
19669,x=896-(378-210),728
19670,x=2.7/3*1.5*4,5.4
19671,x=27.6/(20%+40%),46
19672,x=(1/3)/(1/300),100
19673,x=186*35,6510
19674,x=6*15+40,130
19675,x=88*0.8,70.4
19676,x=120/(4/5),150
19677,x=28/(528-28),5.6%
19678,x=(6/10)+(3/10),((9)/(10))
19679,x=20/(1-(2/7)),28
19680,x=3000-3000*40%,1800
19681,x=6/((6/7)*(1/3)),21
19682,x=1200*0.85,1020
19683,x=560*12-1870-480,4370
19684,x=(53*2+30*5+40*1)/(2+5+1),37
19685,x=16*4+2,66
19686,x=5+4+4,13
19687,x=40*3/4,30
19688,x=109.9/10/3.14,3.5
19689,x=80+80/(4/7),220
19690,x=(3/5)/(1-(1/5)),((3)/(4))
19691,x=(1/2)+(1/4),((3)/(4))
19692,x=3*4,12
19693,x=4/(164-4),2.5%
19694,x=12*24.5*2-80,508
19695,x=51.3+(4.21+0.06),55.57
19696,x=896*2-329,1463
19697,x=(45-5)/(8/15),75
19698,x=40*(1-62.5%),15
19699,x=457-169+457,745
19700,x=(800-140*3)/2,190
19701,x=12*5%+12*5%*7%,0.642
19702,x=(36000/12-2000)*5%,50
19703,x=20082008*2007-20072007*2008,0
19704,x=14000/(1+9%-0.95),100000
19705,x=(14*3+70)/(4+3),16
19706,x=80*5+600*5,3400
19707,x=4500/(5/13),11700
19708,x=9+81,90
19709,x=100/4+1,26
19710,x=(294-54)/(36+24),4
19711,x=150*2+30+150,480
19712,x=50/(1-60%-(7/40)),((2000)/(9))
19713,x=2006-1989,17
19714,x=144/8-144/12,6
19715,x=(6280-2240)/40,101
19716,x=3.14*8/1.57,16
19717,x=708-263,445
19718,x=500*40%*(3/5),120
19719,x=(40*3+90)/(3+4),30
19720,x=28+20-42,6
19721,x=480/(43+37),6
19722,x=(118+82)*40,8000
19723,x=50*15+25*15,1125
19724,x=6/(1-0.85),40
19725,x=750/200*0.8,3
19726,x=50000*(1+12%),56000
19727,x=5100/85000,6%
19728,x=640-60/(1+20%),590
19729,x=440*15%*120,7920
19730,x=3*2*5,30
19731,x=10/(4*3),((5)/(6))
19732,x=24*5/4+3-2,31
19733,x=(900-30)/15,58
19734,x=(25+20)/(4-3),45
19735,x=5*5,25
19736,x=1800/(1-(1/9)),2025
19737,x=(199-21*7)/13,4
19738,x=3.14*10,31.4
19739,x=0.5*(12*2.4*2.4),34.56
19740,x=630+305,935
19741,x=(1275-150)/25,45
19742,x=20*(4/5)-8/(2/3),4
19743,x=45/500,9%
19744,x=(198-4*22)/2,55
19745,x=450*5%,22.5
19746,x=(2-1)*(3/4)*(10-1),((27)/(4))
19747,x=20/(1/5),100
19748,x=120*5*5%,30
19749,x=86-21-24,41
19750,x=30/(1-(1/9)*6),90
19751,x=425/(23-18),85
19752,x=15600*20%,3120
19753,x=930/31,30
19754,x=60*(9/10)/(2/3),81
19755,x=100-100*5%/8%,37.5
19756,x=40/(5-3)*(3+5),160
19757,x=40/(1-(4/7)-(4/7)*(2/3))*(4/7),480
19758,x=4500/6%,75000
19759,x=52*(1/13),4
19760,x=106*3-18-106,194
19761,x=650/(2/11),3575
19762,x=2*24/(6/11)*(1/4),22
19763,x=2.4*1.2,2.88
19764,x=360/(1-25%),480
19765,x=64*5/4,80
19766,x=1200/(1-25%)*25%,400
19767,x=275+275*4,1375
19768,x=(20+30+30)/(4/7),140
19769,x=(18/24),((3)/(4))
19770,x=(3/5)+(3/5)*(5/6),((11)/(10))
19771,x=160*[1-((1/5)+(1/4))],88
19772,x=1+(3/8),((11)/(8))
19773,x=540*(5/6)-6,444
19774,x=1-(3/16)-(5/16),((1)/(2))
19775,x=240*(1-(1/4)),180
19776,x=(1/10)*100,10
19777,x=480*(1-(1/2)-(2/5)),48
19778,x=180*40,7200
19779,x=225+225/3*4,525
19780,x=36/(1-(5/8))*(5/8),60
19781,x=(450-75)*8,3000
19782,x=20/(1-(2/5)-(1/3)),75
19783,x=(2009+220)/3,743
19784,x=40/(0.5-0.3),200
19785,x=(52-20)/8,4
19786,x=2009*98+4018,200900
19787,x=360/(50+50*(4/5)),4
19788,x=(20*0.18+30*0.16)/(20+30),0.168
19789,x=42*3/6,21
19790,x=28*0.8,22.4
19791,x=200*8%/5%-200,120
19792,x=54/(1-40%),90
19793,x=2400/(25*4),24
19794,x=280/(1+(2/5)),200
19795,x=80*4/5,64
19796,x=2500*20%,500
19797,x=1000/(1-(9/11))-1000,4500
19798,x=45*8/60,6
19799,x=(46*6+424)/(6+8),50
19800,x=200*(1-20%),160
19801,x=48*2.5-8/0.125,56
19802,x=(10*85+96)/(10+1),86
19803,x=10*3.5*2*4.5,315
19804,x=48/(3/4)*(3/8),24
19805,x=28/(4/7),49
19806,x=62.8/3.14,20
19807,x=6/(56-6),((6)/(50))
19808,x=48.7-27.98,20.72
19809,x=(1-(1/5))/((1/5)/4),16
19810,x=56/(1-(1/9)),63
19811,x=20*6/24,5
19812,x=9*4+5,41
19813,x=248/(76-45),8
19814,x=(320-60*4)/2,40
19815,x=15+10+1,26
19816,x=25*4+125,225
19817,x=60*20/25,48
19818,x=((9/16)+(7/8))/(10+13),((1)/(16))
19819,x=(490-210)/8,35
19820,x=70/(1+(1/6)),60
19821,x=(40*10-78)/(40*10),80.5%
19822,x=23*4-23,69
19823,x=1-(2/5),((3)/(5))
19824,x=8*5,40
19825,x=9.84/12,0.82
19826,x=10*0.85,8.5
19827,x=90.3/3.5/6,4.3
19828,x=22/(1+10),2
19829,x=5000+5000*4.14%*3,5621
19830,x=(21-3)/[(1-(1/3))*(1-(1/5))-(1/3)],90
19831,x=400/(1200+400),25%
19832,x=(1-(7/9))/((7/9)/14),4
19833,x=12/(1-48.75%-48.75%),480
19834,x=45*(14-9),225
19835,x=370.8/36-3.6,6.7
19836,x=(64-28)/3,12
19837,x=60*8/6,80
19838,x=1-((1/9)+(2/9)),((2)/(3))
19839,x=12*(5/6)/(1+(1/4)),8
19840,x=(4700-200)/150,30
19841,x=8*6+7,55
19842,x=4/(1-98%)*98%,196
19843,x=2400*(5/6)+2400,4400
19844,x=6*8-12,36
19845,x=160*(1+25%),200
19846,x=(200+160)*2-38,682
19847,x=50*12/75,8
19848,x=450/(1-0.85)*0.85,2550
19849,x=12+12/(6/7),26
19850,x=(31-1)*2,60
19851,x=1260/4.5-120,160
19852,x=20/(2/9)/(1/5),450
19853,x=85+60,145
19854,x=((24/10)+(16/17))*(1/8)+(15/17),1((3)/(10))
19855,x=78/6.5,12
19856,x=50/[(1-(2/3))/(2/3)-(1-(3/4))/(3/4)]/(3/4),400
19857,x=15/7,((15)/(7))
19858,x=684+247-344,587
19859,x=12/((1/4)+(1/3)),((144)/(7))
19860,x=15*(2/5)+(1/5),6((1)/(5))
19861,x=15+(1/3),15((1)/(3))
19862,x=1-(1/10)-(2/5),((1)/(2))
19863,x=24/(1+(1/3)),18
19864,x=48/6,8
19865,x=1008/36*63,1764
19866,x=400/(1-(1/5)),500
19867,x=50-15.3,34.7
19868,x=13.5/0.03,450
19869,x=400*3/6,200
19870,x=(900-180)/[(60*2-30)-60],24
19871,x=35*0.8,28
19872,x=400/(5+10/2),40
19873,x=18*4*6,432
19874,x=1600/(1-20%),2000
19875,x=(128+132)/5,52
19876,x=(24+24)/(8+4.8),3.75
19877,x=(3+2)/5,((5)/(5))
19878,x=(72000-2700)/15,4620
19879,x=3900/(36400-3900),12%
19880,x=90/(1-40%),150
19881,x=(425+120+130)/(3+2),135
19882,x=8/(((3)/(3+7))-(2/15)-(2/15)),240
19883,x=540/3*5,900
19884,x=520-117*4,52
19885,x=5000/125/8,5
19886,x=(3/4)*(8/9)+(1/6),((5)/(6))
19887,x=1-(1/4)-(2/5),((7)/(20))
19888,x=75*(7/15),35
19889,x=120*(4/5)*(2/3),64
19890,x=200*1.5/120,2.5
19891,x=40*25,1000
19892,x=1200*(1+30%),1560
19893,x=2.6/(((4)/(4+1))-((7)/(7+5))),12
19894,x=8*10*24,1920
19895,x=12.56/3.14,4
19896,x=50*20/4,250
19897,x=1/20%*3,15
19898,x=(320+400)/(2/3),1080
19899,x=5/(1+(2/3)),3
19900,x=(3/5)+(5/8)-1,((9)/(40))
19901,x=2400/4000,60%
19902,x=80*(1+80%)*(1-10%),129.6
19903,x=400-498*0.8*0.9,41.44
19904,x=(25-1)*8.5,204
19905,x=320-47*5,85
19906,x=49.6/(20-13.8),8
19907,x=270/9-27,3
19908,x=32/[(1/2)-(1-58%)],400
19909,x=(258+90.8*5)/(3+5),89
19910,x=3*64*10,1920
19911,x=(1200-300)/50+1,19
19912,x=(13.30*26-106.4)/13.30,18
19913,x=42*(1+(2/7)),54
19914,x=35*16+15,575
19915,x=3000+3000*4.5%*2,3270
19916,x=12*5*40,2400
19917,x=40*15+25,625
19918,x=1/(12/(2/5))*(5/6),((1)/(36))
19919,x=3*30/6,15
19920,x=5.6/(1+(1/7)),4.9
19921,x=400/80,5
19922,x=640/4*(1+(1/10)),176
19923,x=((3/8)*(34/7))*(2/3),((17)/(14))
19924,x=2400/(240-80),15
19925,x=(1600-200)/(1-75%),5600
19926,x=2650-260*4,1610
19927,x=150-150*[(1+(1/5))/(1+(1/2))],30
19928,x=5-0.35-1.08,3.57
19929,x=10+12-18,4
19930,x=4.6/(3.7+0.38),((115)/(102))
19931,x=(50-31)/5,3.8
19932,x=84/(21/3),12
19933,x=1500*3%*3+1500,1635
19934,x=3800-(3800-800)*14%,3380
19935,x=18.5*3.6/7.2,9.25
19936,x=30*15*9,4050
19937,x=800/[300/(20-3.5)]+3.5,47.5
19938,x=40/(2/3)/(3/10),200
19939,x=(40*7.5)/(180/3),5
19940,x=28*4%/16%,7
19941,x=(17+83)*120,12000
19942,x=(1/2)/(7/8),((4)/(7))
19943,x=4.5*1.6-0.7,6.5
19944,x=56*(1-(3/8))/(1-(2/3))-56,49
19945,x=(6-1)*6,30
19946,x=69/(69+13),((69)/(82))
19947,x=1200/(25*4),12
19948,x=243/3,81
19949,x=52*7+128,492
19950,x=240/3/5,16
19951,x=14+15*2,44
19952,x=3.14*1*20,62.8
19953,x=13.68+15.82,29.5
19954,x=3200/0.8,4000
19955,x=2400/50/24,2
19956,x=4.8+15.2,20
19957,x=30/(1/3)/(2/5),225
19958,x=650/5-70,60
19959,x=(485-156)*4,1316
19960,x=20/(180-20),12.5%
19961,x=800-800*0.9,80
19962,x=(1/2)/(2/5),((5)/(4))
19963,x=207/(115/5),9
19964,x=75*9+28,703
19965,x=(100+80)*1/(90-80)*(100+90),3420
19966,x=70/[62.5%-(1-(5/8))],280
19967,x=2350+280-1348,1282
19968,x=1-(1/9)-(1/3),((5)/(9))
19969,x=(120+100)*4+30,910
19970,x=(144+160)/(20+18),8
19971,x=1-((2/5)-(1/10))-(2/5),((3)/(10))
19972,x=58.5*(1.6+1),152.1
19973,x=(1/5)+(2/25),((7)/(25))
19974,x=0.32/1.6*14,2.8
19975,x=(3/8)/(1-(3/8)),((3)/(5))
19976,x=1-(3/9),((2)/(3))
19977,x=250+5,255
19978,x=960*(1/4)/3,80
19979,x=(50-36)+10,24
19980,x=(138-120)/120,15%
19981,x=10*(1-(2/5))-5,1
19982,x=165*7,1155
19983,x=56/8*(102-8),658
19984,x=45/(3/5)*(4/3),100
19985,x=24/(((8)/(8+6))-((6)/(8+6))),168
19986,x=(800-45*8)/8,55
19987,x=12.5*24/[12.5*(1-20%)],30
19988,x=(1/11)/(1-(1/11)),((1)/(10))
19989,x=5000+5000*5.41%*5,6352.5
19990,x=(2+6)*5/2,20
19991,x=60+60*(4/5),108
19992,x=279+146,425
19993,x=3.14*1,3.14
19994,x=14.5+(14.5-1.7),27.3
19995,x=5/(4+5+6+7),((5)/(22))
19996,x=10*5,50
19997,x=180/(2/9),810
19998,x=(125*3-15)+125,485
19999,x=(64.5+75.5)*22,3080
20000,x=(25-5*2.5-4.5)/5,1.6
20001,x=(37+35)/(75-72),24
20002,x=1200*((1/6)+20%),440
20003,x=(800-80)/15,48
20004,x=24+17+16,57
20005,x=24*(5/6)/(5/4),16
20006,x=70.6*8+350.2*8,3366.4
20007,x=2.4*4.5,10.8
20008,x=20/((1)/(4+1)),100
20009,x=210*19+35,4025
20010,x=108*9,972
20011,x=4800/12,400
20012,x=40/(200-40),25%
20013,x=14.28/28,0.51
20014,x=(30+80)/(6+4),11
20015,x=(5/12)/(1/3),((5)/(4))
20016,x=230*4-203*3,311
20017,x=24*5,120
20018,x=25/(1-(1/6)),30
20019,x=(12/5)/(4/7),4.2
20020,x=3.14*2^2/2,6.28
20021,x=(2000-1600)/2000,20%
20022,x=774/43,18
20023,x=55/(5/9),99
20024,x=(4/5)/(1+(4/5)),((4)/(9))
20025,x=216/18+1,13
20026,x=9*3+9,36
20027,x=1/((8/15)/8),15
20028,x=(1/2)+(1-(1/2))*(2/3),((5)/(6))
20029,x=5-1,4
20030,x=32*3-14,82
20031,x=200*(4/5),160
20032,x=(70+80)*12/(1-20%),2250
20033,x=(28+8)/(5-3),18
20034,x=1-(3/5)-(1/6),((7)/(30))
20035,x=67*27,1809
20036,x=640/(1-(1/5)),800
20037,x=40*(1/5)*(3/4),6
20038,x=15/(1-(1/4)-(1/3)),36
20039,x=(189-165)*8/32,6
20040,x=105/(1-(1/8)),120
20041,x=6/(1-(5/8))/(1-(1/5))-6,14
20042,x=120*(3/4),90
20043,x=(816-276)/60,9
20044,x=32*17,544
20045,x=20*24/30,16
20046,x=(600-340)/4,65
20047,x=180/(1+(1/5))+180,330
20048,x=12/(1-(1/5)-(1/5)),20
20049,x=(4.5+2.7)/6*17.5,21
20050,x=12.5*100/(1/8),10000
20051,x=120*(1-(1/5)-(3/8)),51
20052,x=160*60%,96
20053,x=1-(1/4)-20/100,((11)/(20))
20054,x=40*30+35*30,2250
20055,x=1500*4.37%*2,131.1
20056,x=28-(3+5),20
20057,x=56.2-4.8+56.2,107.6
20058,x=268+384,652
20059,x=6.5*1.4+0.21,9.31
20060,x=2/(1/3),6
20061,x=285/5-30,27
20062,x=1000/20+1,51
20063,x=26*3+26,104
20064,x=9.08*3+9.27*4,64.32
20065,x=13*3+6,45
20066,x=2-(3/5),1((2)/(5))
20067,x=3000/(3000*(2/5)/8),20
20068,x=(2/3)*(1/4),((1)/(6))
20069,x=(1460-65*12)/8-65,20
20070,x=120/((2)/(5+3+2)),600
20071,x=462/7,66
20072,x=2.08*9.5,19.76
20073,x=335/2.5-60,74
20074,x=287/41,7
20075,x=180/3*(3+5),480
20076,x=80*(1-(4/5)),16
20077,x=(25+32)*128,7296
20078,x=420*(1-(5/7)),120
20079,x=1000+1000*1%,1010
20080,x=8*(8-1)/2,28
20081,x=270/(1-(1/4)),360
20082,x=6*4+40,64
20083,x=18/(18+24),((3)/(7))
20084,x=360/40,9
20085,x=(80-50)/80,37.5%
20086,x=5200/[1-(1/3)-((1/3)*(3/5))/(11/15)],13200
20087,x=207*3+27,648
20088,x=[(48/3-4)-48/8]-4,2
20089,x=(63+3)/2,33
20090,x=(1-25%)/(25%/5),15
20091,x=12*5/(12-8),15
20092,x=(144-36)/4,27
20093,x=680/(108+62),4
20094,x=(36.4-2.8)/1.6,21
20095,x=1350/(1-10%),1500
20096,x=36000/(1/4),144000
20097,x=240*0.8,192
20098,x=(10-1.9)/4.5,1.8
20099,x=320*256,81920
20100,x=40*(8+5),520
20101,x=75*4.7+15.9*25,750
20102,x=310/5*12,744
20103,x=250*(2/5),100
20104,x=(24*8.5-51)/8.5,18
20105,x=3600*(5/18)*(4/25),160
20106,x=6000+6000*2.25%*1*(1-20%),6108
20107,x=12/(4-1)*(6-1),20
20108,x=200/(9-4)*4,160
20109,x=(1960-12*90)/16,55
20110,x=2000*(1-(1/2)-(2/5)),200
20111,x=(10.5*6+44.8)/(5+6),9.8
20112,x=4*30/6,20
20113,x=107/(1/5),535
20114,x=50*(30*9),13500
20115,x=96*(1/4)/(2/3),36
20116,x=50-25-20+10,15
20117,x=80/(9-7)*(9+7),640
20118,x=13.5+0.7+1,15.2
20119,x=(300-60)/48,5
20120,x=62*1.4,86.8
20121,x=50/(1-(1/6)),60
20122,x=2400*(1+15%),2760
20123,x=8+8+6,22
20124,x=(10-4-3)/10,((3)/(10))
20125,x=300/(1-20%-20%*150%),600
20126,x=60/((1/2)-30%),300
20127,x=50*(45*20),45000
20128,x=15/0.75/(4/5),25
20129,x=12/((4/7)-((15)/(15+13))),336
20130,x=(81-78)/(78-77),3
20131,x=(273-9*12)/11,15
20132,x=500-500*3%/4%,125
20133,x=(45*18)*6*0.8,3888
20134,x=1440/(1-(1/5)),1800
20135,x=(42+38)*4,320
20136,x=(240-90)/3,50
20137,x=150/(2/3),225
20138,x=7*(253-12),1687
20139,x=[26+(26+5)]*2,114
20140,x=(21/15),140%
20141,x=(18-3)/(3-2)+1,16
20142,x=64/(((2)/(2+7))-(1/5)),2880
20143,x=2000*(1+(1/10)),2200
20144,x=55/(1+25%),44
20145,x=3000*1%,30
20146,x=26/(1-35%-(2/5)),104
20147,x=560/0.8,700
20148,x=120/3+1,41
20149,x=885+180,1065
20150,x=210/[(3/4)-(1-(4/9))],1080
20151,x=2400/60%,4000
20152,x=48/[(7/8)-(1-20%)]*20%,128
20153,x=(138+28.8*7)/10,33.96
20154,x=3.2*15/8,6
20155,x=(16-1)*4,60
20156,x=0.9*0.9,0.81
20157,x=30.5*2.4,73.2
20158,x=2000/(1-20%)-2000,500
20159,x=9*24/3,72
20160,x=12*10*60,7200
20161,x=9*85*3,2295
20162,x=150+120,270
20163,x=59+77,136
20164,x=48/4*6+112/4*6+112+1,353
20165,x=(12.5*6+125.2)/(6+8),14.3
20166,x=1000*(1-((1000-50)/(1000))*((1000-100)/(1000))),145
20167,x=45*(1/5)*(2/3),6
20168,x=1.8/9%+1.8,21.8
20169,x=50*48/24,100
20170,x=455/6.5,70
20171,x=12*0.55+21.6,28.2
20172,x=7.50-7.00,0.50
20173,x=7*8,56
20174,x=720/8/5,18
20175,x=24+16-8,32
20176,x=(1.2+2)*1.1/2*25,44
20177,x=1-(1/4)-(2/5),((7)/(20))
20178,x=(1-(3/5))/(3/5),((2)/(3))
20179,x=768/8/4,24
20180,x=10*(3/4)*(4/5),6
20181,x=110*8-20,860
20182,x=60*(5/12),25
20183,x=(6.8+2.5*4)/(3+4),2.4
20184,x=60*(1-(1/4))/(1-(2/11))-60*(1-(1/4)),10
20185,x=(548-8)/12,45
20186,x=12*10/(10-2),15
20187,x=300/(1500-300),25%
20188,x=12-12*5/(5+1),2
20189,x=(32/3)*(27/4)/55,((72)/(55))
20190,x=30/(1-(13/18))-30,78
20191,x=44/((4/7)-((3)/(3+5))),224
20192,x=(20+40)*15,900
20193,x=1.25*0.32*2.5,1
20194,x=(142+42)/8,23
20195,x=300/15,20
20196,x=(2/5)/(1/10),4
20197,x=2/(2/3),3
20198,x=14+(15-3)*2.10,39.2
20199,x=(5/7)*(7/5),1
20200,x=320/(1-20%),400
20201,x=347*69+653*31+306*19,50000
20202,x=125*9-125,1000
20203,x=20/10%-20,180
20204,x=9/(6*2.5),0.6
20205,x=35/5+35,42
20206,x=400/10+1,41
20207,x=24/(4/5),30
20208,x=(150+25+150)/(1/3),975
20209,x=5*6,30
20210,x=1-(4/10),((3)/(5))
20211,x=180*(3/5)*(3/4),81
20212,x=35/100,0.35
20213,x=(1/4)/(1-(1/4)),((1)/(3))
20214,x=240*(1+(1/6)),280
20215,x=(300-270)/300,10%
20216,x=150*(3/5),90
20217,x=20/(5/6),24
20218,x=3000*3.28%*3+3000,3295.2
20219,x=(1/8)*(2/5),((1)/(20))
20220,x=1.20*(1+25%),1.50
20221,x=1-(1/10)-(7/10),((1)/(5))
20222,x=600/(1900+600),24%
20223,x=60*50*25,75000
20224,x=10/[(1/6)-(1-(7/8))],240
20225,x=150/10,15
20226,x=2/(1+2+3),((1)/(3))
20227,x=60*40/80,30
20228,x=150*(1-30%),105
20229,x=22*3+6+22,94
20230,x=80000*(1+(1/5)),96000
20231,x=3*4,12
20232,x=300*20/12-300,200
20233,x=2100/45%,4666((2)/(3))
20234,x=6670*(9/10)+297,6300
20235,x=225*15-3000,375
20236,x=3.14*10/1.57,20
20237,x=124*(3/8)/(3/70),1085
20238,x=14*20+46*20,1200
20239,x=20/(9-1)*(18-1),42.5
20240,x=32/(1+(1/7)),28
20241,x=19/((2/3)-(1/2)),114
20242,x=(20+25)/(0.9-0.75),300
20243,x=3/[((1/3)+(1/4))-(1-(1/3)-(1/4))],18
20244,x=315/(3+4)*(4-3),45
20245,x=(10*8*6-6*6*6)/(10*8*6),55%
20246,x=500/(51-1),10
20247,x=25/(25+26),((25)/(51))
20248,x=8*(1-(3/4))-(3/7),1((4)/(7))
20249,x=16/(0.8*0.8),25
20250,x=1-0.9,0.1
20251,x=40*(1-(2/5))/6,4
20252,x=(1-(3/5))/((3/5)/6),4
20253,x=6*(1/2)+(1/3),3((1)/(3))
20254,x=60*2*3+70,430
20255,x=9*6+9*3+6*3,99
20256,x=6.6/(0.5+0.5*1.2),6
20257,x=(2/5)/(1/5)-(2/5),1.6
20258,x=120*(3/4)+120,210
20259,x=3.6*40*360,51840
20260,x=108/9*6,72
20261,x=(40-36)/40,10%
20262,x=280/(1+(2/5)),200
20263,x=35.2*2.8/4,24.64
20264,x=10.8/(15-3)-10.8/15,0.18
20265,x=50*16+25*16,1200
20266,x=16+16/(2/3),40
20267,x=32*(5/8),20
20268,x=(12.6*4-0.1)*20+201*5,2011
20269,x=(150-120)/120,25%
20270,x=540/(3/5),900
20271,x=30/((5)/(5+9))-30,54
20272,x=50*5%,2.5
20273,x=108*9,972
20274,x=1280-6000*0.3%*64,128
20275,x=90/((1/2)-(1/3)),540
20276,x=60/((4/15)+(2/5)),90
20277,x=(1/5)*5/(1/8),8
20278,x=80*8,640
20279,x=0.96/1.2,0.8
20280,x=20-(3/5)*18,9.2
20281,x=10/[1-((3/4)+(4/5)-(13/20))],100
20282,x=(300-36*2)/3,76
20283,x=550*4/5,440
20284,x=(28.2-25)/4,0.8
20285,x=1800/(1+20%),1500
20286,x=30*14/35,12
20287,x=800*4.5/600,6
20288,x=42/0.7,60
20289,x=240/(29+31),4
20290,x=(24/3-1)*5,35
20291,x=(5/8)/2*3*(4/5),((3)/(4))
20292,x=8*(5-1),32
20293,x=3*2,6
20294,x=(1.82-0.78)/(0.78/3),4
20295,x=(9.6*1.5-1.4)/60%,((65)/(3))
20296,x=4.5*10.5,47.25
20297,x=18*(1/3)+18*(1/4),10.5
20298,x=12*6+2,74
20299,x=25*28*4,2800
20300,x=25*24/3,200
20301,x=(315-115)/4,50
20302,x=(350-150)+350,550
20303,x=196/(80%+((3)/(3+2))-1),490
20304,x=32/(5+3)*5,20
20305,x=280*20/6-280,653((1)/(3))
20306,x=120*0.75,90
20307,x=(50+65)*5,575
20308,x=800/[300/(20-5)]+5,45
20309,x=(125+35)/5,32
20310,x=125*80*4*2.5,100000
20311,x=2.4/[(3.2-1.7)*4],0.4
20312,x=1/(1-20%)-1,25%
20313,x=24+24/(1-20%),54
